Datetime,Open,High,Low,Close,Volume
2026-02-10 15:53:00-05:00,616.19,616.25,616.06,616.21,427315
2026-02-10 15:54:00-05:00,616.12,616.15,616.08,616.1,555195
2026-02-10 15:55:00-05:00,616.19,616.19,616.05,616.08,396562
2026-02-11 09:26:00-05:00,602.36,602.44,602.29,602.23,808962
2026-02-11 09:27:00-05:00,602.93,603.05,602.9,602.94,395870
2026-02-11 09:28:00-05:00,603.02,603.1,602.96,603.01,425525
2026-02-11 09:29:00-05:00,603.0,603.02,602.86,602.82,547472
2026-02-11 09:30:00-05:00,603.12,603.14,603.12,603.19,335047
2026-02-11 09:31:00-05:00,603.29,603.38,603.24,603.21,250310
2026-02-11 09:32:00-05:00,603.18,603.28,603.07,603.22,525882
2026-02-11 09:33:00-05:00,603.28,603.36,603.23,603.32,607127
2026-02-11 09:34:00-05:00,603.5,603.58,603.45,603.5,694790
2026-02-11 09:35:00-05:00,603.34,603.36,603.25,603.33,290307
2026-02-11 09:36:00-05:00,603.2,603.24,602.97,603.2,452677
2026-02-11 09:37:00-05:00,603.06,603.14,602.95,603.01,182135
2026-02-11 09:38:00-05:00,602.93,603.04,602.83,602.91,369302
2026-02-11 09:39:00-05:00,602.57,602.65,602.42,602.59,419262
2026-02-11 09:40:00-05:00,602.82,602.98,602.46,602.93,446062
2026-02-11 09:41:00-05:00,603.05,603.08,603.0,603.0,609167
2026-02-11 09:42:00-05:00,603.15,603.21,603.02,603.17,1617060
2026-02-11 09:43:00-05:00,603.07,603.07,602.85,603.04,287485
2026-02-11 09:44:00-05:00,602.98,603.0,602.88,602.98,712692
2026-02-11 09:45:00-05:00,602.99,603.03,602.97,602.93,614667
2026-02-11 09:46:00-05:00,602.88,602.91,602.71,602.85,270130
2026-02-11 09:47:00-05:00,603.05,603.08,603.02,603.04,622647
2026-02-11 09:48:00-05:00,603.13,603.14,603.09,602.98,304037
2026-02-11 09:49:00-05:00,603.11,603.29,603.0,603.19,659335
2026-02-11 09:50:00-05:00,603.14,603.16,603.07,603.18,347407
2026-02-11 09:51:00-05:00,603.37,603.39,603.32,603.41,406992
2026-02-11 09:52:00-05:00,603.12,603.4,603.06,603.09,221002
2026-02-11 09:53:00-05:00,603.11,603.16,602.93,603.13,479097
2026-02-11 09:54:00-05:00,603.23,603.37,603.11,603.27,391760
2026-02-11 09:55:00-05:00,603.05,603.24,602.96,603.0,491145
2026-02-11 09:56:00-05:00,602.91,603.05,602.77,602.86,370028
2026-02-11 09:57:00-05:00,603.04,603.08,602.97,603.03,123988
2026-02-11 09:58:00-05:00,603.06,603.19,602.98,603.05,125918
2026-02-11 09:59:00-05:00,602.9,603.21,602.88,602.95,543784
2026-02-11 10:00:00-05:00,602.91,602.95,602.91,602.84,213963
2026-02-11 10:01:00-05:00,603.13,603.22,603.05,603.13,202650
2026-02-11 10:02:00-05:00,603.27,603.34,603.23,603.28,122173
2026-02-11 10:03:00-05:00,603.57,603.72,603.39,603.57,176730
2026-02-11 10:04:00-05:00,603.62,603.65,603.59,603.52,342810
2026-02-11 10:05:00-05:00,603.49,603.5,603.29,603.59,149055
2026-02-11 10:06:00-05:00,603.51,603.54,603.36,603.49,119589
2026-02-11 10:07:00-05:00,603.47,603.63,603.4,603.49,93364
2026-02-11 10:08:00-05:00,603.58,603.72,603.39,603.53,97973
2026-02-11 10:09:00-05:00,603.38,603.4,603.32,603.37,266643
2026-02-11 10:10:00-05:00,603.34,603.36,603.24,603.24,462670
2026-02-11 10:11:00-05:00,603.39,603.64,603.39,603.37,148001
2026-02-11 10:12:00-05:00,603.38,603.55,603.12,603.3,350360
2026-02-11 10:13:00-05:00,603.36,603.41,603.29,603.38,73199
2026-02-11 10:14:00-05:00,603.75,603.91,603.72,603.77,116892
2026-02-11 10:15:00-05:00,603.77,603.85,603.71,603.76,401183
2026-02-11 10:16:00-05:00,603.93,604.08,603.81,604.02,206117
2026-02-11 10:17:00-05:00,604.01,604.05,604.01,604.05,87098
2026-02-11 10:18:00-05:00,604.2,604.25,604.14,604.17,185895
2026-02-11 10:19:00-05:00,604.21,604.47,604.18,604.17,136057
2026-02-11 10:20:00-05:00,604.37,604.39,604.29,604.46,315102
2026-02-11 10:21:00-05:00,604.29,604.52,604.17,604.34,115576
2026-02-11 10:22:00-05:00,603.96,604.07,603.81,603.96,234540
2026-02-11 10:23:00-05:00,603.81,603.86,603.73,603.85,171604
2026-02-11 10:24:00-05:00,604.2,604.39,604.0,604.14,171472
2026-02-11 10:25:00-05:00,603.98,604.01,603.87,604.08,152699
2026-02-11 10:26:00-05:00,603.75,603.75,603.6,603.8,195207
2026-02-11 10:27:00-05:00,603.7,604.02,603.68,603.73,202474
2026-02-11 10:28:00-05:00,603.95,604.08,603.87,603.85,295449
2026-02-11 10:29:00-05:00,604.04,604.1,604.03,604.01,193655
2026-02-11 10:30:00-05:00,603.95,603.95,603.82,603.99,94569
2026-02-11 10:31:00-05:00,603.77,603.85,603.72,603.73,68671
2026-02-11 10:32:00-05:00,604.02,604.14,603.96,604.07,205054
2026-02-11 10:33:00-05:00,604.0,604.08,603.83,604.06,388267
2026-02-11 10:34:00-05:00,604.05,604.15,603.95,604.08,211347
2026-02-11 10:35:00-05:00,604.34,604.41,604.15,604.28,275398
2026-02-11 10:36:00-05:00,604.3,604.33,604.06,604.34,770626
2026-02-11 10:37:00-05:00,604.3,604.36,604.19,604.41,138644
2026-02-11 10:38:00-05:00,604.37,604.43,604.29,604.42,200946
2026-02-11 10:39:00-05:00,604.29,604.36,604.16,604.34,202754
2026-02-11 10:40:00-05:00,604.41,604.61,604.41,604.35,227378
2026-02-11 10:41:00-05:00,604.38,604.46,604.27,604.37,140507
2026-02-11 10:42:00-05:00,604.14,604.18,604.03,604.17,216989
2026-02-11 10:43:00-05:00,604.18,604.18,604.1,604.2,230824
2026-02-11 10:44:00-05:00,604.3,604.37,604.04,604.28,281693
2026-02-11 10:45:00-05:00,604.18,604.27,604.14,604.22,276500
2026-02-11 10:46:00-05:00,604.34,604.51,604.2,604.32,185465
2026-02-11 10:47:00-05:00,604.41,604.62,604.36,604.32,97276
2026-02-11 10:48:00-05:00,604.17,604.3,604.09,604.14,350411
2026-02-11 10:49:00-05:00,603.9,604.03,603.75,603.86,150550
2026-02-11 10:50:00-05:00,603.96,604.02,603.83,603.94,335792
2026-02-11 10:51:00-05:00,603.76,603.81,603.73,603.7,100520
2026-02-11 10:52:00-05:00,603.86,603.87,603.86,603.85,111385
2026-02-11 10:53:00-05:00,603.73,603.84,603.61,603.68,64660
2026-02-11 10:54:00-05:00,603.5,603.58,603.49,603.45,78840
2026-02-11 10:55:00-05:00,603.36,603.38,603.35,603.37,113451
2026-02-11 10:56:00-05:00,603.3,603.33,603.1,603.22,318134
2026-02-11 10:57:00-05:00,603.49,603.59,603.35,603.58,245091
2026-02-11 10:58:00-05:00,603.33,603.44,603.21,603.36,186418
2026-02-11 10:59:00-05:00,603.43,603.48,603.27,603.5,274761
2026-02-11 11:00:00-05:00,603.43,603.44,603.25,603.47,210476
2026-02-11 11:01:00-05:00,603.46,603.6,603.42,603.4,215842
2026-02-11 11:02:00-05:00,603.5,603.52,603.47,603.49,135298
2026-02-11 11:03:00-05:00,603.69,603.74,603.5,603.77,390347
2026-02-11 11:04:00-05:00,603.5,603.58,603.44,603.52,185673
2026-02-11 11:05:00-05:00,603.5,603.6,603.42,603.45,102940
2026-02-11 11:06:00-05:00,603.53,603.62,603.45,603.5,342361
2026-02-11 11:07:00-05:00,603.62,603.68,603.56,603.66,169054
2026-02-11 11:08:00-05:00,603.75,603.9,603.65,603.7,253633
2026-02-11 11:09:00-05:00,603.8,603.88,603.78,603.94,278309
2026-02-11 11:10:00-05:00,603.7,603.87,603.67,603.69,233463
2026-02-11 11:11:00-05:00,604.01,604.17,603.93,604.12,120218
2026-02-11 11:12:00-05:00,604.42,604.51,604.35,604.4,250144
2026-02-11 11:13:00-05:00,604.46,604.46,604.23,604.42,161632
2026-02-11 11:14:00-05:00,604.41,604.59,604.26,604.4,244410
2026-02-11 11:15:00-05:00,604.41,604.51,604.37,604.47,216491
2026-02-11 11:16:00-05:00,604.4,604.47,604.27,604.57,107720
2026-02-11 11:17:00-05:00,604.67,604.83,604.51,604.7,207095
2026-02-11 11:18:00-05:00,604.82,604.85,604.8,604.82,191748
2026-02-11 11:19:00-05:00,604.46,604.49,604.36,604.64,177656
2026-02-11 11:20:00-05:00,604.58,604.61,604.46,604.6,207180
2026-02-11 11:21:00-05:00,604.73,604.98,604.6,604.68,206244
2026-02-11 11:22:00-05:00,604.88,605.0,604.83,604.94,140428
2026-02-11 11:23:00-05:00,605.1,605.25,605.09,605.02,114143
2026-02-11 11:24:00-05:00,605.11,605.15,604.82,605.03,202092
2026-02-11 11:25:00-05:00,605.06,605.18,604.8,604.94,73644
2026-02-11 11:26:00-05:00,605.45,605.49,605.34,605.29,212631
2026-02-11 11:27:00-05:00,605.5,605.54,605.38,605.5,98032
2026-02-11 11:28:00-05:00,605.38,605.41,605.27,605.32,132713
2026-02-11 11:29:00-05:00,605.55,605.65,605.52,605.46,165896
2026-02-11 11:30:00-05:00,605.54,605.55,605.23,605.63,93341
2026-02-11 11:31:00-05:00,605.78,605.81,605.56,605.8,196035
2026-02-11 11:32:00-05:00,605.82,605.97,605.69,605.74,119033
2026-02-11 11:33:00-05:00,605.83,605.93,605.83,605.81,302162
2026-02-11 11:34:00-05:00,605.88,605.88,605.77,605.84,52920
2026-02-11 11:35:00-05:00,605.97,606.11,605.91,606.01,63686
2026-02-11 11:36:00-05:00,605.9,606.05,605.83,605.87,148410
2026-02-11 11:37:00-05:00,605.56,605.67,605.4,605.49,225429
2026-02-11 11:38:00-05:00,605.57,605.57,605.5,605.53,227332
2026-02-11 11:39:00-05:00,605.64,605.7,605.46,605.69,231481
2026-02-11 11:40:00-05:00,605.71,605.88,605.66,605.79,105815
2026-02-11 11:41:00-05:00,605.89,605.94,605.83,605.92,188770
2026-02-11 11:42:00-05:00,605.98,606.02,605.77,605.99,278109
2026-02-11 11:43:00-05:00,606.21,606.33,606.16,606.19,402179
2026-02-11 11:44:00-05:00,606.11,606.18,605.97,606.08,109932
2026-02-11 11:45:00-05:00,605.9,605.91,605.79,606.0,103375
2026-02-11 11:46:00-05:00,606.05,606.18,605.97,605.99,249512
2026-02-11 11:47:00-05:00,606.27,606.29,606.2,606.21,90418
2026-02-11 11:48:00-05:00,606.43,606.55,606.38,606.48,82160
2026-02-11 11:49:00-05:00,606.26,606.33,606.19,606.3,114876
2026-02-11 11:50:00-05:00,606.37,606.43,606.24,606.39,61003
2026-02-11 11:51:00-05:00,606.14,606.15,606.11,606.12,228563
2026-02-11 11:52:00-05:00,606.13,606.22,606.09,606.16,190627
2026-02-11 11:53:00-05:00,605.91,606.0,605.84,605.9,97895
2026-02-11 11:54:00-05:00,605.96,605.98,605.92,606.03,332928
2026-02-11 11:55:00-05:00,605.78,605.85,605.62,605.84,197482
2026-02-11 11:56:00-05:00,606.2,606.32,606.17,606.21,274455
2026-02-11 11:57:00-05:00,606.26,606.3,606.07,606.35,108097
2026-02-11 11:58:00-05:00,606.41,606.58,606.36,606.45,56953
2026-02-11 11:59:00-05:00,606.63,606.7,606.61,606.6,432388
2026-02-11 12:00:00-05:00,606.49,606.67,606.25,606.55,163055
2026-02-11 12:01:00-05:00,606.79,606.88,606.73,606.9,301172
2026-02-11 12:02:00-05:00,606.95,607.06,606.71,606.93,124805
2026-02-11 12:03:00-05:00,607.07,607.26,606.97,607.1,200272
2026-02-11 12:04:00-05:00,607.14,607.21,606.83,607.15,140322
2026-02-11 12:05:00-05:00,606.99,607.04,606.96,607.08,391498
2026-02-11 12:06:00-05:00,606.96,606.98,606.95,606.97,129854
2026-02-11 12:07:00-05:00,606.88,607.02,606.81,606.83,222963
2026-02-11 12:08:00-05:00,607.1,607.18,607.07,607.1,245284
2026-02-11 12:09:00-05:00,607.25,607.31,607.22,607.2,146835
2026-02-11 12:10:00-05:00,607.27,607.46,607.21,607.26,141147
2026-02-11 12:11:00-05:00,607.29,607.29,607.23,607.25,252018
2026-02-11 12:12:00-05:00,607.13,607.25,607.07,607.08,136494
2026-02-11 12:13:00-05:00,606.95,607.01,606.93,606.92,219150
2026-02-11 12:14:00-05:00,606.93,607.05,606.93,606.97,106487
2026-02-11 12:15:00-05:00,606.67,606.71,606.63,606.83,178423
2026-02-11 12:16:00-05:00,606.79,606.91,606.78,606.79,66961
2026-02-11 12:17:00-05:00,606.7,606.81,606.63,606.66,153524
2026-02-11 12:18:00-05:00,607.08,607.11,606.85,607.1,244525
2026-02-11 12:19:00-05:00,607.2,607.25,606.97,607.25,141571
2026-02-11 12:20:00-05:00,607.25,607.42,607.25,607.33,381571
2026-02-11 12:21:00-05:00,607.3,607.42,607.26,607.25,69429
2026-02-11 12:22:00-05:00,607.65,607.68,607.62,607.76,140095
2026-02-11 12:23:00-05:00,608.0,608.27,607.98,607.91,188680
2026-02-11 12:24:00-05:00,608.33,608.48,608.31,608.3,94028
2026-02-11 12:25:00-05:00,608.24,608.31,608.17,608.29,123731
2026-02-11 12:26:00-05:00,608.1,608.13,607.95,608.06,125919
2026-02-11 12:27:00-05:00,608.12,608.26,608.09,608.15,124790
2026-02-11 12:28:00-05:00,607.98,608.06,607.93,607.93,139538
2026-02-11 12:29:00-05:00,607.88,607.94,607.73,607.9,118343
2026-02-11 12:30:00-05:00,607.56,607.63,607.55,607.5,103275
2026-02-11 12:31:00-05:00,607.49,607.53,607.47,607.37,53150
2026-02-11 12:32:00-05:00,607.44,607.5,607.11,607.41,126770
2026-02-11 12:33:00-05:00,607.76,607.81,607.71,607.63,174665
2026-02-11 12:34:00-05:00,607.96,607.99,607.9,607.83,1159058
2026-02-11 12:35:00-05:00,608.33,608.37,608.3,608.31,159092
2026-02-11 12:36:00-05:00,608.29,608.33,608.11,608.27,236875
2026-02-11 12:37:00-05:00,608.15,608.2,607.99,608.17,124533
2026-02-11 12:38:00-05:00,608.07,608.17,607.99,608.06,410160
2026-02-11 12:39:00-05:00,608.26,608.27,608.1,608.3,113616
2026-02-11 12:40:00-05:00,608.28,608.29,608.27,608.27,184632
2026-02-11 12:41:00-05:00,608.38,608.57,608.26,608.35,251343
2026-02-11 12:42:00-05:00,608.28,608.4,608.17,608.24,339875
2026-02-11 12:43:00-05:00,608.3,608.5,608.25,608.27,267877
2026-02-11 12:44:00-05:00,608.48,608.5,608.44,608.48,91688
2026-02-11 12:45:00-05:00,607.99,608.01,607.79,608.04,297448
2026-02-11 12:46:00-05:00,608.14,608.32,608.02,608.19,389914
2026-02-11 12:47:00-05:00,608.15,608.29,608.02,608.12,107768
2026-02-11 12:48:00-05:00,608.12,608.25,607.97,608.14,142996
2026-02-11 12:49:00-05:00,608.08,608.3,608.04,608.07,62559
2026-02-11 12:50:00-05:00,607.89,608.13,607.78,607.96,171592
2026-02-11 12:51:00-05:00,607.79,607.86,607.77,607.87,185722
2026-02-11 12:52:00-05:00,607.99,608.02,607.79,607.98,100707
2026-02-11 12:53:00-05:00,608.06,608.2,607.77,608.1,347387
2026-02-11 12:54:00-05:00,608.14,608.16,608.02,608.15,169183
2026-02-11 12:55:00-05:00,607.97,608.01,607.95,607.92,62698
2026-02-11 12:56:00-05:00,607.96,608.19,607.89,607.99,83471
2026-02-11 12:57:00-05:00,607.73,607.87,607.68,607.82,155310
2026-02-11 12:58:00-05:00,607.56,607.73,607.49,607.47,273536
2026-02-11 12:59:00-05:00,607.1,607.16,607.04,607.08,296597
2026-02-11 13:00:00-05:00,607.09,607.23,606.86,607.1,134019
2026-02-11 13:01:00-05:00,607.23,607.29,607.23,607.19,46902
2026-02-11 13:02:00-05:00,607.37,607.49,607.37,607.35,203503
2026-02-11 13:03:00-05:00,607.46,607.58,607.44,607.47,220821
2026-02-11 13:04:00-05:00,607.42,607.44,607.33,607.49,58397
2026-02-11 13:05:00-05:00,607.42,607.47,607.27,607.37,81974
2026-02-11 13:06:00-05:00,607.42,607.52,607.21,607.39,106044
2026-02-11 13:07:00-05:00,607.52,607.67,607.47,607.5,190751
2026-02-11 13:08:00-05:00,607.56,607.63,607.38,607.67,191146
2026-02-11 13:09:00-05:00,607.62,607.65,607.54,607.73,86278
2026-02-11 13:10:00-05:00,607.72,607.92,607.63,607.77,403943
2026-02-11 13:11:00-05:00,607.88,607.91,607.85,607.89,296637
2026-02-11 13:12:00-05:00,607.58,607.72,607.56,607.58,190041
2026-02-11 13:13:00-05:00,607.86,608.1,607.84,607.91,65578
2026-02-11 13:14:00-05:00,607.9,607.95,607.8,607.97,308578
2026-02-11 13:15:00-05:00,608.07,608.08,608.0,608.12,114296
2026-02-11 13:16:00-05:00,608.43,608.56,608.34,608.35,194990
2026-02-11 13:17:00-05:00,608.59,608.64,608.36,608.57,91044
2026-02-11 13:18:00-05:00,608.59,608.74,608.55,608.58,184561
2026-02-11 13:19:00-05:00,608.51,608.64,608.31,608.48,127799
2026-02-11 13:20:00-05:00,608.66,608.7,608.64,608.54,235584
2026-02-11 13:21:00-05:00,608.96,608.97,608.91,608.96,155652
2026-02-11 13:22:00-05:00,608.7,608.88,608.7,608.76,203109
2026-02-11 13:23:00-05:00,608.57,608.63,608.54,608.44,248546
2026-02-11 13:24:00-05:00,608.61,608.68,608.56,608.57,205874
2026-02-11 13:25:00-05:00,608.54,608.55,608.43,608.51,247952
2026-02-11 13:26:00-05:00,608.06,608.11,607.94,607.99,71995
2026-02-11 13:27:00-05:00,608.14,608.3,608.1,608.17,120180
2026-02-11 13:28:00-05:00,608.11,608.2,607.97,608.09,67784
2026-02-11 13:29:00-05:00,608.2,608.21,608.15,608.23,101430
2026-02-11 13:30:00-05:00,608.01,608.11,607.89,607.92,111723
2026-02-11 13:31:00-05:00,607.98,608.1,607.92,608.01,265457
2026-02-11 13:32:00-05:00,607.83,607.87,607.74,607.76,316566
2026-02-11 13:33:00-05:00,608.05,608.16,607.83,608.09,132608
2026-02-11 13:34:00-05:00,608.52,608.6,608.34,608.57,63576
2026-02-11 13:35:00-05:00,608.23,608.28,608.18,608.26,178543
2026-02-11 13:36:00-05:00,608.33,608.49,608.21,608.28,116018
2026-02-11 13:37:00-05:00,608.54,608.65,608.48,608.46,294121
2026-02-11 13:38:00-05:00,608.89,609.08,608.81,608.79,396685
2026-02-11 13:39:00-05:00,608.85,608.94,608.77,608.9,96271
2026-02-11 13:40:00-05:00,609.16,609.24,609.12,609.11,99316
2026-02-11 13:41:00-05:00,609.44,609.54,609.44,609.32,132064
2026-02-11 13:42:00-05:00,609.3,609.53,609.14,609.36,178928
2026-02-11 13:43:00-05:00,609.12,609.14,609.01,609.3,163775
2026-02-11 13:44:00-05:00,608.87,609.0,608.85,608.9,239416
2026-02-11 13:45:00-05:00,608.79,608.82,608.56,608.81,220053
2026-02-11 13:46:00-05:00,608.96,609.09,608.91,608.91,175263
2026-02-11 13:47:00-05:00,608.88,609.03,608.71,608.88,144486
2026-02-11 13:48:00-05:00,608.77,608.91,608.69,608.71,429599
2026-02-11 13:49:00-05:00,608.75,608.78,608.67,608.7,146117
2026-02-11 13:50:00-05:00,608.96,609.05,608.85,609.04,320526
2026-02-11 13:51:00-05:00,609.04,609.05,608.97,609.04,105783
2026-02-11 13:52:00-05:00,608.7,608.8,608.51,608.68,345141
2026-02-11 13:53:00-05:00,608.71,608.79,608.68,608.56,330798
2026-02-11 13:54:00-05:00,608.99,609.04,608.85,609.1,95067
2026-02-11 13:55:00-05:00,608.87,609.01,608.73,608.81,192774
2026-02-11 13:56:00-05:00,608.96,609.09,608.83,608.99,276698
2026-02-11 13:57:00-05:00,609.08,609.29,609.08,609.1,90134
2026-02-11 13:58:00-05:00,609.51,609.63,609.46,609.5,200430
2026-02-11 13:59:00-05:00,609.38,609.51,609.09,609.32,179524
2026-02-11 14:00:00-05:00,609.14,609.17,609.01,609.14,206402
2026-02-11 14:01:00-05:00,609.08,609.22,608.98,608.99,257013
2026-02-11 14:02:00-05:00,609.42,609.49,609.25,609.34,83194
2026-02-11 14:03:00-05:00,609.44,609.51,609.23,609.43,231663
2026-02-11 14:04:00-05:00,609.3,609.45,609.19,609.29,367410
2026-02-11 14:05:00-05:00,609.64,609.73,609.63,609.62,125530
2026-02-11 14:06:00-05:00,609.77,609.78,609.7,609.77,149819
2026-02-11 14:07:00-05:00,609.43,609.48,609.31,609.32,91430
2026-02-11 14:08:00-05:00,609.14,609.31,609.06,609.11,432193
2026-02-11 14:09:00-05:00,609.22,609.27,609.21,609.15,156573
2026-02-11 14:10:00-05:00,609.53,609.75,609.33,609.52,97536
2026-02-11 14:11:00-05:00,609.4,609.47,609.31,609.48,480473
2026-02-11 14:12:00-05:00,609.49,609.61,609.35,609.44,122764
2026-02-11 14:13:00-05:00,609.55,609.65,609.53,609.5,73976
2026-02-11 14:14:00-05:00,609.58,609.59,609.34,609.61,81389
2026-02-11 14:15:00-05:00,609.89,610.17,609.85,609.93,208087
2026-02-11 14:16:00-05:00,609.97,609.99,609.92,610.02,45884
2026-02-11 14:17:00-05:00,610.04,610.07,609.79,610.02,116137
2026-02-11 14:18:00-05:00,610.45,610.55,610.38,610.5,151219
2026-02-11 14:19:00-05:00,610.53,610.69,610.46,610.53,120129
2026-02-11 14:20:00-05:00,610.65,610.7,610.43,610.67,277054
2026-02-11 14:21:00-05:00,610.95,611.0,610.81,611.03,205514
2026-02-11 14:22:00-05:00,611.08,611.1,610.81,611.12,253855
2026-02-11 14:23:00-05:00,610.89,611.05,610.86,610.85,175038
2026-02-11 14:24:00-05:00,610.96,611.15,610.87,610.95,91995
2026-02-11 14:25:00-05:00,610.85,610.9,610.8,610.78,128178
2026-02-11 14:26:00-05:00,610.87,610.94,610.51,610.94,454287
2026-02-11 14:27:00-05:00,610.84,610.84,610.7,610.96,379975
2026-02-11 14:28:00-05:00,610.91,611.03,610.89,610.88,83419
2026-02-11 14:29:00-05:00,610.97,611.03,610.95,610.97,155484
2026-02-11 14:30:00-05:00,611.02,611.15,610.93,611.08,85622
2026-02-11 14:31:00-05:00,610.67,610.81,610.5,610.51,139931
2026-02-11 14:32:00-05:00,610.65,610.65,610.52,610.74,125792
2026-02-11 14:33:00-05:00,610.81,610.92,610.61,610.79,138204
2026-02-11 14:34:00-05:00,610.93,611.0,610.87,610.98,428299
2026-02-11 14:35:00-05:00,610.96,610.98,610.92,610.92,293701
2026-02-11 14:36:00-05:00,611.01,611.01,610.95,611.03,81942
2026-02-11 14:37:00-05:00,611.03,611.09,610.97,610.98,299662
2026-02-11 14:38:00-05:00,611.38,611.6,611.33,611.33,206429
2026-02-11 14:39:00-05:00,611.5,611.65,611.22,611.34,209268
2026-02-11 14:40:00-05:00,611.35,611.55,611.28,611.34,90495
2026-02-11 14:41:00-05:00,611.77,611.99,611.64,611.88,344109
2026-02-11 14:42:00-05:00,611.78,611.93,611.53,611.82,361212
2026-02-11 14:43:00-05:00,611.67,611.67,611.65,611.76,192033
2026-02-11 14:44:00-05:00,611.86,611.99,611.69,611.9,190339
2026-02-11 14:45:00-05:00,612.16,612.3,612.16,612.07,124775
2026-02-11 14:46:00-05:00,612.26,612.57,612.04,612.3,160148
2026-02-11 14:47:00-05:00,612.32,612.33,612.16,612.27,182844
2026-02-11 14:48:00-05:00,611.95,612.09,611.83,611.96,167013
2026-02-11 14:49:00-05:00,612.17,612.2,612.06,612.25,140260
2026-02-11 14:50:00-05:00,612.26,612.29,612.11,612.21,187864
2026-02-11 14:51:00-05:00,612.18,612.28,612.05,612.26,470892
2026-02-11 14:52:00-05:00,612.56,612.71,612.55,612.52,85241
2026-02-11 14:53:00-05:00,612.42,612.57,612.37,612.46,277670
2026-02-11 14:54:00-05:00,612.87,613.06,612.72,612.81,288722
2026-02-11 14:55:00-05:00,613.09,613.13,613.06,613.04,107799
2026-02-11 14:56:00-05:00,613.49,613.49,613.4,613.45,109595
2026-02-11 14:57:00-05:00,613.72,613.89,613.67,613.73,165547
2026-02-11 14:58:00-05:00,613.72,613.76,613.63,613.66,234994
2026-02-11 14:59:00-05:00,613.69,613.84,613.58,613.71,81925
2026-02-11 15:00:00-05:00,613.35,613.36,613.12,613.3,101321
2026-02-11 15:01:00-05:00,613.52,613.71,613.44,613.48,219305
2026-02-11 15:02:00-05:00,613.5,613.59,613.45,613.48,185982
2026-02-11 15:03:00-05:00,613.6,613.61,613.54,613.58,126948
2026-02-11 15:04:00-05:00,613.44,613.44,613.34,613.45,93244
2026-02-11 15:05:00-05:00,613.5,613.6,613.45,613.54,199591
2026-02-11 15:06:00-05:00,613.61,613.71,613.59,613.61,195256
2026-02-11 15:07:00-05:00,613.25,613.27,612.98,613.2,135941
2026-02-11 15:08:00-05:00,613.34,613.38,613.19,613.38,86774
2026-02-11 15:09:00-05:00,613.47,613.49,613.43,613.52,272318
2026-02-11 15:10:00-05:00,613.28,613.38,613.27,613.29,168794
2026-02-11 15:11:00-05:00,613.28,613.42,613.27,613.25,92988
2026-02-11 15:12:00-05:00,613.33,613.48,613.26,613.48,106375
2026-02-11 15:13:00-05:00,613.4,613.56,613.38,613.45,212496
2026-02-11 15:14:00-05:00,613.65,613.77,613.54,613.61,139031
2026-02-11 15:15:00-05:00,613.73,613.84,613.7,613.82,277225
2026-02-11 15:16:00-05:00,613.58,613.68,613.56,613.54,189815
2026-02-11 15:17:00-05:00,613.84,613.9,613.84,613.76,79383
2026-02-11 15:18:00-05:00,613.92,614.18,613.79,614.11,150380
2026-02-11 15:19:00-05:00,614.36,614.38,614.35,614.46,267745
2026-02-11 15:20:00-05:00,614.07,614.29,614.0,614.1,217807
2026-02-11 15:21:00-05:00,614.29,614.44,614.0,614.24,249947
2026-02-11 15:22:00-05:00,613.93,613.95,613.84,613.9,153119
2026-02-11 15:23:00-05:00,613.92,613.96,613.75,613.95,113852
2026-02-11 15:24:00-05:00,613.99,614.01,613.87,613.86,148634
2026-02-11 15:25:00-05:00,614.04,614.22,613.86,614.06,121423
2026-02-11 15:26:00-05:00,614.29,614.34,614.2,614.29,60811
2026-02-11 15:27:00-05:00,614.68,614.71,614.68,614.68,477982
2026-02-11 15:28:00-05:00,614.54,614.64,614.51,614.48,410485
2026-02-11 15:29:00-05:00,614.8,614.88,614.73,614.77,671455
2026-02-11 15:30:00-05:00,614.66,614.76,614.45,614.55,515070
2026-02-11 15:31:00-05:00,614.45,614.71,614.44,614.43,377425
2026-02-11 15:32:00-05:00,614.27,614.41,614.21,614.29,308972
2026-02-11 15:33:00-05:00,614.12,614.14,613.96,614.09,545452
2026-02-11 15:34:00-05:00,614.18,614.21,614.18,614.17,345752
2026-02-11 15:35:00-05:00,614.23,614.35,614.1,614.13,203212
2026-02-11 15:36:00-05:00,614.01,614.03,613.9,614.01,526020
2026-02-11 15:37:00-05:00,613.66,613.74,613.56,613.68,247547
2026-02-11 15:38:00-05:00,613.51,613.52,613.35,613.49,165997
2026-02-11 15:39:00-05:00,613.49,613.54,613.35,613.51,333147
2026-02-11 15:40:00-05:00,613.49,613.52,613.41,613.42,730985
2026-02-11 15:41:00-05:00,613.59,613.74,613.53,613.56,367700
2026-02-11 15:42:00-05:00,613.79,613.96,613.67,613.86,333537
2026-02-11 15:43:00-05:00,613.87,613.98,613.83,613.82,299277
2026-02-11 15:44:00-05:00,614.05,614.22,613.85,614.12,615632
2026-02-11 15:45:00-05:00,613.97,613.99,613.8,614.0,313000
2026-02-11 15:46:00-05:00,614.22,614.35,614.17,614.13,377240
2026-02-11 15:47:00-05:00,614.33,614.42,614.3,614.28,324587
2026-02-11 15:48:00-05:00,614.33,614.36,614.29,614.35,282675
2026-02-11 15:49:00-05:00,614.64,614.66,614.52,614.65,203042
2026-02-11 15:50:00-05:00,614.44,614.62,614.35,614.5,738397
